Program,Ligand,Initial Pose,Pose,Exhaustiveness,Energy Range,Energy,RMSD,Execution
QVina,A,crystal,11,32,3,-6.4,4.552,3
QVina,A,crystal,12,32,3,-6.3,6.045,3
QVina,A,crystal,13,32,3,-6.3,5.598,3
QVina,A,crystal,14,32,3,-6.2,6.430,3
QVina,A,crystal,15,32,3,-6.2,4.829,3
QVina,A,crystal,16,32,3,-6.1,4.952,3
QVina,A,crystal,17,32,3,-6.1,5.305,3
QVina,A,crystal,18,32,3,-6.0,4.533,3
QVina,A,crystal,19,32,3,-6.0,5.861,3
QVina,A,crystal,20,32,3,-6.0,5.113,3
QVina,A,crystal,1,8,1,-6.8,4.754,1
QVina,A,crystal,2,8,1,-6.5,5.484,1
QVina,A,crystal,3,8,1,-6.5,5.815,1
QVina,A,crystal,4,8,1,-6.4,6.259,1
QVina,A,crystal,5,8,1,-6.3,3.726,1
QVina,A,crystal,6,8,1,-6.2,5.688,1
QVina,A,crystal,7,8,1,-6.2,6.137,1
QVina,A,crystal,8,8,1,-6.2,5.167,1
QVina,A,crystal,9,8,1,-6.1,5.852,1
QVina,A,crystal,10,8,1,-6.1,6.892,1
QVina,A,crystal,11,8,1,-6.1,4.594,1
QVina,A,crystal,12,8,1,-6.0,5.806,1
QVina,A,crystal,13,8,1,-6.0,6.253,1
QVina,A,crystal,14,8,1,-6.0,5.611,1
QVina,A,crystal,15,8,1,-6.0,4.726,1
QVina,A,crystal,16,8,1,-5.9,5.029,1
QVina,A,crystal,17,8,1,-5.9,5.368,1
QVina,A,crystal,18,8,1,-5.8,6.314,1
QVina,A,crystal,19,8,1,-5.8,4.300,1
QVina,A,crystal,20,8,1,-5.8,4.534,1
QVina,A,crystal,1,8,1,-7.1,6.741,2
QVina,A,crystal,2,8,1,-6.5,4.329,2
QVina,A,crystal,3,8,1,-6.4,5.490,2
QVina,A,crystal,4,8,1,-6.4,4.767,2
QVina,A,crystal,5,8,1,-6.3,6.160,2
QVina,A,crystal,6,8,1,-6.2,6.278,2
QVina,A,crystal,7,8,1,-6.1,4.068,2
QVina,A,crystal,8,8,1,-6.1,5.852,2
QVina,A,crystal,9,8,1,-6.1,4.516,2
QVina,A,crystal,1,8,1,-6.8,4.655,3
QVina,A,crystal,2,8,1,-6.8,4.676,3
QVina,A,crystal,3,8,1,-6.7,5.520,3
QVina,A,crystal,4,8,1,-6.6,6.472,3
QVina,A,crystal,5,8,1,-6.6,5.848,3
QVina,A,crystal,6,8,1,-6.5,4.668,3
QVina,A,crystal,7,8,1,-6.5,5.065,3
QVina,A,crystal,8,8,1,-6.5,6.438,3
QVina,A,crystal,9,8,1,-6.4,5.014,3
QVina,A,crystal,10,8,1,-6.3,5.290,3
QVina,A,crystal,11,8,1,-6.3,3.871,3
QVina,A,crystal,12,8,1,-6.2,5.199,3
QVina,A,crystal,13,8,1,-6.2,4.937,3
QVina,A,crystal,14,8,1,-6.1,4.789,3
QVina,A,crystal,15,8,1,-6.0,5.714,3
QVina,A,crystal,16,8,1,-5.9,4.917,3
QVina,A,crystal,17,8,1,-5.9,4.919,3
QVina,A,crystal,18,8,1,-5.8,5.757,3
QVina,A,crystal,1,8,3,-6.7,4.768,1
QVina,A,crystal,2,8,3,-6.3,5.077,1
QVina,A,crystal,3,8,3,-6.3,4.845,1
QVina,A,crystal,4,8,3,-6.3,6.014,1
QVina,A,crystal,5,8,3,-6.3,4.326,1
QVina,A,crystal,6,8,3,-6.2,4.962,1
QVina,A,crystal,7,8,3,-6.2,4.643,1
QVina,A,crystal,8,8,3,-6.2,5.276,1
QVina,A,crystal,9,8,3,-6.0,6.719,1
QVina,A,crystal,10,8,3,-6.0,5.433,1
QVina,A,crystal,11,8,3,-6.0,4.531,1
QVina,A,crystal,12,8,3,-6.0,6.667,1
QVina,A,crystal,13,8,3,-5.9,4.496,1
QVina,A,crystal,14,8,3,-5.8,5.744,1
QVina,A,crystal,15,8,3,-5.8,4.966,1
QVina,A,crystal,16,8,3,-5.8,5.248,1
QVina,A,crystal,17,8,3,-5.7,5.714,1
QVina,A,crystal,18,8,3,-5.7,5.297,1
QVina,A,crystal,19,8,3,-5.6,4.544,1
QVina,A,crystal,20,8,3,-5.5,5.149,1
QVina,A,crystal,1,8,3,-6.9,5.331,2
QVina,A,crystal,2,8,3,-6.8,4.647,2
QVina,A,crystal,3,8,3,-6.8,5.161,2
QVina,A,crystal,4,8,3,-6.7,3.993,2
QVina,A,crystal,5,8,3,-6.6,4.874,2
QVina,A,crystal,6,8,3,-6.4,5.565,2
QVina,A,crystal,7,8,3,-6.3,5.044,2
QVina,A,crystal,8,8,3,-6.2,4.406,2
QVina,A,crystal,9,8,3,-6.2,4.604,2
QVina,A,crystal,10,8,3,-6.2,5.583,2
QVina,A,crystal,11,8,3,-6.2,4.833,2
QVina,A,crystal,12,8,3,-6.1,5.097,2
QVina,A,crystal,13,8,3,-6.1,5.907,2
QVina,A,crystal,14,8,3,-6.1,4.314,2
QVina,A,crystal,15,8,3,-6.1,4.536,2
QVina,A,crystal,16,8,3,-6.1,5.008,2
QVina,A,crystal,17,8,3,-6.0,5.090,2
QVina,A,crystal,18,8,3,-6.0,5.664,2
QVina,A,crystal,19,8,3,-5.9,4.500,2
QVina,A,crystal,20,8,3,-5.9,5.146,2
QVina,A,crystal,1,8,3,-7.0,5.376,3
QVina,A,crystal,2,8,3,-6.9,5.326,3
QVina,A,crystal,3,8,3,-6.9,3.906,3
QVina,A,crystal,4,8,3,-6.8,5.455,3
QVina,A,crystal,5,8,3,-6.8,4.728,3
QVina,A,crystal,6,8,3,-6.8,5.287,3
QVina,A,crystal,7,8,3,-6.7,6.418,3
QVina,A,crystal,8,8,3,-6.6,5.640,3
QVina,A,crystal,9,8,3,-6.6,5.044,3
QVina,A,crystal,10,8,3,-6.6,4.925,3
QVina,A,crystal,11,8,3,-6.5,5.671,3
QVina,A,crystal,12,8,3,-6.5,5.795,3
QVina,A,crystal,13,8,3,-6.5,4.597,3
QVina,A,crystal,14,8,3,-6.4,5.035,3
QVina,A,crystal,15,8,3,-6.4,5.394,3
QVina,A,crystal,16,8,3,-6.3,5.091,3
QVina,A,crystal,17,8,3,-6.3,4.703,3
QVina,A,crystal,18,8,3,-6.3,4.486,3
QVina,A,crystal,19,8,3,-6.3,5.889,3
QVina,A,crystal,20,8,3,-6.2,4.686,3
QVina,A,random,1,24,1,-7.7,3.570,1
QVina,A,random,2,24,1,-7.7,6.420,1
QVina,A,random,3,24,1,-7.5,5.318,1
QVina,A,random,4,24,1,-7.4,5.261,1
QVina,A,random,5,24,1,-7.4,5.320,1
QVina,A,random,6,24,1,-7.4,6.489,1
QVina,A,random,7,24,1,-7.3,5.145,1
QVina,A,random,8,24,1,-7.3,5.887,1
QVina,A,random,9,24,1,-7.2,5.896,1
QVina,A,random,10,24,1,-7.1,5.080,1
QVina,A,random,11,24,1,-7.1,5.075,1
QVina,A,random,12,24,1,-7.1,4.432,1
QVina,A,random,13,24,1,-7.1,5.801,1
QVina,A,random,14,24,1,-7.1,5.938,1
QVina,A,random,15,24,1,-7.1,4.823,1
QVina,A,random,16,24,1,-7.1,5.409,1
QVina,A,random,17,24,1,-7.0,4.795,1
QVina,A,random,18,24,1,-7.0,4.426,1
QVina,A,random,19,24,1,-7.0,6.430,1
QVina,A,random,20,24,1,-7.0,6.105,1
QVina,A,random,1,24,1,-7.1,6.699,2
QVina,A,random,2,24,1,-6.8,4.966,2
QVina,A,random,3,24,1,-6.7,5.250,2
QVina,A,random,4,24,1,-6.7,5.050,2
QVina,A,random,5,24,1,-6.5,3.957,2
QVina,A,random,6,24,1,-6.5,4.450,2
QVina,A,random,7,24,1,-6.5,4.444,2
QVina,A,random,8,24,1,-6.4,4.124,2
QVina,A,random,9,24,1,-6.3,5.325,2
QVina,A,random,10,24,1,-6.3,4.972,2
QVina,A,random,11,24,1,-6.3,4.461,2
QVina,A,random,12,24,1,-6.2,5.370,2
QVina,A,random,13,24,1,-6.2,5.649,2
QVina,A,random,14,24,1,-6.2,6.061,2
QVina,A,random,15,24,1,-6.2,4.813,2
QVina,A,random,16,24,1,-6.1,4.251,2
QVina,A,random,1,24,1,-7.0,6.776,3
QVina,A,random,2,24,1,-6.7,4.941,3
QVina,A,random,3,24,1,-6.6,6.222,3
QVina,A,random,4,24,1,-6.5,2.422,3
QVina,A,random,5,24,1,-6.4,4.886,3
QVina,A,random,6,24,1,-6.4,4.360,3
QVina,A,random,7,24,1,-6.4,6.115,3
QVina,A,random,8,24,1,-6.4,5.680,3
QVina,A,random,9,24,1,-6.2,6.633,3
QVina,A,random,10,24,1,-6.2,4.814,3
QVina,A,random,11,24,1,-6.1,4.607,3
QVina,A,random,12,24,1,-6.1,4.107,3
QVina,A,random,1,24,3,-7.0,5.227,1
QVina,A,random,2,24,3,-7.0,4.924,1
QVina,A,random,3,24,3,-6.7,4.469,1
QVina,A,random,4,24,3,-6.6,6.002,1
QVina,A,random,5,24,3,-6.6,3.756,1
QVina,A,random,6,24,3,-6.6,4.364,1
QVina,A,random,7,24,3,-6.6,6.019,1
QVina,A,random,8,24,3,-6.6,5.258,1
QVina,A,random,9,24,3,-6.5,4.588,1
QVina,A,random,10,24,3,-6.5,6.289,1
QVina,A,random,11,24,3,-6.5,5.067,1
QVina,A,random,12,24,3,-6.4,4.601,1
QVina,A,random,13,24,3,-6.4,6.173,1
QVina,A,random,14,24,3,-6.4,5.473,1
QVina,A,random,15,24,3,-6.4,5.953,1
QVina,A,random,16,24,3,-6.4,4.282,1
QVina,A,random,17,24,3,-6.4,5.685,1
QVina,A,random,18,24,3,-6.3,5.717,1
QVina,A,random,19,24,3,-6.3,4.460,1
QVina,A,random,20,24,3,-6.3,4.607,1
QVina,A,random,1,24,3,-6.5,5.504,2
QVina,A,random,2,24,3,-6.2,5.678,2
QVina,A,random,3,24,3,-6.2,4.656,2
QVina,A,random,4,24,3,-6.2,5.013,2
QVina,A,random,5,24,3,-6.1,6.139,2
QVina,A,random,6,24,3,-6.1,4.875,2
QVina,A,random,7,24,3,-6.0,4.882,2
QVina,A,random,8,24,3,-6.0,6.242,2
QVina,A,random,9,24,3,-5.9,5.173,2
QVina,A,random,10,24,3,-5.9,5.172,2
QVina,A,random,11,24,3,-5.9,4.557,2
QVina,A,random,12,24,3,-5.9,4.882,2
QVina,A,random,13,24,3,-5.9,5.634,2
QVina,A,random,14,24,3,-5.8,5.182,2
QVina,A,random,15,24,3,-5.8,4.642,2
QVina,A,random,16,24,3,-5.8,4.924,2
QVina,A,random,17,24,3,-5.8,5.253,2
QVina,A,random,18,24,3,-5.7,5.815,2
QVina,A,random,19,24,3,-5.7,4.721,2
QVina,A,random,20,24,3,-5.7,5.012,2
QVina,A,random,1,24,3,-7.1,5.041,3
QVina,A,random,2,24,3,-6.9,6.786,3
QVina,A,random,3,24,3,-6.9,5.592,3
QVina,A,random,4,24,3,-6.8,6.552,3
QVina,A,random,5,24,3,-6.7,5.230,3
QVina,A,random,6,24,3,-6.7,4.597,3
QVina,A,random,7,24,3,-6.7,5.321,3
QVina,A,random,8,24,3,-6.6,5.627,3
QVina,A,random,9,24,3,-6.5,4.408,3
QVina,A,random,10,24,3,-6.4,4.246,3
QVina,A,random,11,24,3,-6.4,5.088,3
QVina,A,random,12,24,3,-6.4,5.747,3
QVina,A,random,13,24,3,-6.4,6.444,3
QVina,A,random,14,24,3,-6.4,6.483,3
QVina,A,random,15,24,3,-6.3,5.889,3
QVina,A,random,16,24,3,-6.3,5.619,3
QVina,A,random,17,24,3,-6.3,5.718,3
QVina,A,random,18,24,3,-6.3,5.746,3
QVina,A,random,19,24,3,-6.3,5.273,3
QVina,A,random,20,24,3,-6.3,4.953,3
QVina,A,random,1,32,1,-6.7,4.857,1
QVina,A,random,2,32,1,-6.7,4.944,1
QVina,A,random,3,32,1,-6.7,5.210,1
QVina,A,random,4,32,1,-6.6,5.588,1
QVina,A,random,5,32,1,-6.5,5.054,1
QVina,A,random,6,32,1,-6.5,4.752,1
QVina,A,random,7,32,1,-6.5,4.607,1
QVina,A,random,8,32,1,-6.5,4.735,1
QVina,A,random,9,32,1,-6.4,5.573,1
QVina,A,random,10,32,1,-6.3,6.657,1
QVina,A,random,11,32,1,-6.3,5.329,1
QVina,A,random,12,32,1,-6.3,5.613,1
QVina,A,random,13,32,1,-6.3,4.797,1
QVina,A,random,14,32,1,-6.3,5.011,1
QVina,A,random,15,32,1,-6.3,4.541,1
QVina,A,random,16,32,1,-6.3,4.816,1
QVina,A,random,17,32,1,-6.2,6.087,1
QVina,A,random,18,32,1,-6.2,5.759,1
QVina,A,random,19,32,1,-6.2,5.804,1
QVina,A,random,20,32,1,-6.1,4.520,1
QVina,A,random,1,32,1,-7.2,5.113,2
QVina,A,random,2,32,1,-7.0,5.947,2
QVina,A,random,3,32,1,-6.9,4.909,2
QVina,A,random,4,32,1,-6.9,4.768,2
QVina,A,random,5,32,1,-6.8,5.557,2
QVina,A,random,6,32,1,-6.7,5.242,2
QVina,A,random,7,32,1,-6.7,6.607,2
QVina,A,random,8,32,1,-6.6,6.326,2
QVina,A,random,9,32,1,-6.5,5.913,2
QVina,A,random,10,32,1,-6.5,5.300,2
QVina,A,random,11,32,1,-6.5,4.299,2
QVina,A,random,12,32,1,-6.5,6.984,2
QVina,A,random,13,32,1,-6.5,5.446,2
QVina,A,random,14,32,1,-6.5,5.025,2
QVina,A,random,15,32,1,-6.4,6.228,2
QVina,A,random,16,32,1,-6.4,6.764,2
QVina,A,random,17,32,1,-6.4,6.269,2
QVina,A,random,18,32,1,-6.4,5.015,2
QVina,A,random,19,32,1,-6.4,4.762,2
QVina,A,random,20,32,1,-6.4,4.201,2
QVina,A,random,1,32,1,-6.9,6.571,3
QVina,A,random,2,32,1,-6.8,5.380,3
QVina,A,random,3,32,1,-6.6,5.266,3
QVina,A,random,4,32,1,-6.6,4.955,3
QVina,A,random,5,32,1,-6.5,5.607,3
QVina,A,random,6,32,1,-6.4,6.358,3
QVina,A,random,7,32,1,-6.4,5.241,3
QVina,A,random,8,32,1,-6.3,4.913,3
QVina,A,random,9,32,1,-6.2,5.161,3
QVina,A,random,10,32,1,-6.2,5.802,3
QVina,A,random,11,32,1,-6.1,5.406,3
QVina,A,random,12,32,1,-6.1,3.810,3
QVina,A,random,13,32,1,-6.1,5.020,3
QVina,A,random,14,32,1,-6.1,4.812,3
QVina,A,random,15,32,1,-6.1,5.125,3
QVina,A,random,16,32,1,-6.1,4.870,3
QVina,A,random,17,32,1,-6.1,5.354,3
QVina,A,random,18,32,1,-6.0,6.049,3
QVina,A,random,19,32,1,-6.0,5.137,3
QVina,A,random,20,32,1,-6.0,4.948,3
QVina,A,random,1,32,3,-7.3,6.648,1
QVina,A,random,2,32,3,-6.7,2.043,1
QVina,A,random,3,32,3,-6.6,4.975,1
QVina,A,random,4,32,3,-6.6,5.444,1
QVina,A,random,5,32,3,-6.6,4.736,1
QVina,A,random,6,32,3,-6.6,5.768,1
QVina,A,random,7,32,3,-6.5,6.167,1
QVina,A,random,8,32,3,-6.5,5.192,1
QVina,A,random,9,32,3,-6.4,4.703,1
QVina,A,random,10,32,3,-6.4,5.588,1
QVina,A,random,11,32,3,-6.4,4.746,1
QVina,A,random,12,32,3,-6.3,5.117,1
QVina,A,random,13,32,3,-6.3,6.562,1
QVina,A,random,14,32,3,-6.3,5.309,1
QVina,A,random,15,32,3,-6.1,4.709,1
QVina,A,random,16,32,3,-6.1,5.894,1
QVina,A,random,17,32,3,-6.1,5.785,1
QVina,A,random,18,32,3,-6.1,4.814,1
QVina,A,random,19,32,3,-6.1,4.480,1
QVina,A,random,20,32,3,-6.0,4.995,1
QVina,A,random,1,32,3,-7.0,6.733,2
QVina,A,random,2,32,3,-6.8,5.735,2
QVina,A,random,3,32,3,-6.6,5.905,2
QVina,A,random,4,32,3,-6.6,4.763,2
QVina,A,random,5,32,3,-6.5,4.459,2
QVina,A,random,6,32,3,-6.5,4.433,2
QVina,A,random,7,32,3,-6.3,5.261,2
QVina,A,random,8,32,3,-6.3,5.501,2
QVina,A,random,9,32,3,-6.2,3.783,2
QVina,A,random,10,32,3,-6.2,5.029,2
QVina,A,random,11,32,3,-6.1,5.431,2
QVina,A,random,12,32,3,-6.1,6.291,2
QVina,A,random,13,32,3,-6.1,5.730,2
QVina,A,random,14,32,3,-6.1,4.636,2
QVina,A,random,15,32,3,-6.1,5.770,2
QVina,A,random,16,32,3,-6.0,5.803,2
QVina,A,random,17,32,3,-5.9,4.199,2
QVina,A,random,18,32,3,-5.9,5.579,2
QVina,A,random,19,32,3,-5.9,4.939,2
QVina,A,random,20,32,3,-5.9,5.030,2
QVina,A,random,1,32,3,-7.2,6.784,3
QVina,A,random,2,32,3,-7.2,5.817,3
QVina,A,random,3,32,3,-7.2,5.169,3
QVina,A,random,4,32,3,-7.0,4.912,3
QVina,A,random,5,32,3,-7.0,4.791,3
QVina,A,random,6,32,3,-7.0,4.722,3
QVina,A,random,7,32,3,-6.7,6.580,3
QVina,A,random,8,32,3,-6.6,4.654,3
QVina,A,random,9,32,3,-6.6,5.264,3
QVina,A,random,10,32,3,-6.6,4.508,3
QVina,A,random,11,32,3,-6.6,5.692,3
QVina,A,random,12,32,3,-6.5,4.057,3
QVina,A,random,13,32,3,-6.5,5.742,3
QVina,A,random,14,32,3,-6.5,4.855,3
QVina,A,random,15,32,3,-6.5,5.483,3
QVina,A,random,16,32,3,-6.4,4.476,3
QVina,A,random,17,32,3,-6.4,5.304,3
QVina,A,random,18,32,3,-6.4,5.735,3
QVina,A,random,19,32,3,-6.4,5.261,3
QVina,A,random,20,32,3,-6.4,5.080,3
QVina,A,random,1,8,1,-7.1,6.699,1
QVina,A,random,2,8,1,-7.0,5.261,1
QVina,A,random,3,8,1,-6.8,5.803,1
QVina,A,random,4,8,1,-6.7,5.182,1
QVina,A,random,5,8,1,-6.5,4.791,1
QVina,A,random,6,8,1,-6.3,5.984,1
QVina,A,random,7,8,1,-6.3,5.057,1
QVina,A,random,8,8,1,-6.2,4.680,1
QVina,A,random,1,8,1,-7.0,5.865,2
QVina,A,random,2,8,1,-6.9,5.184,2
QVina,A,random,3,8,1,-6.8,5.345,2
QVina,A,random,4,8,1,-6.8,5.090,2
QVina,A,random,5,8,1,-6.8,4.714,2
QVina,A,random,6,8,1,-6.7,4.698,2
QVina,A,random,7,8,1,-6.6,5.719,2
QVina,A,random,8,8,1,-6.5,5.752,2
QVina,A,random,9,8,1,-6.3,5.581,2
QVina,A,random,10,8,1,-6.3,5.176,2
QVina,A,random,11,8,1,-6.3,4.723,2
QVina,A,random,12,8,1,-6.3,4.376,2
QVina,A,random,13,8,1,-6.2,4.763,2
QVina,A,random,14,8,1,-6.2,5.998,2
QVina,A,random,15,8,1,-6.2,5.067,2
QVina,A,random,16,8,1,-6.2,6.513,2
QVina,A,random,17,8,1,-6.2,4.898,2
QVina,A,random,18,8,1,-6.1,4.830,2
QVina,A,random,19,8,1,-6.1,4.534,2
QVina,A,random,20,8,1,-6.1,5.640,2
QVina,A,random,1,8,1,-7.2,5.686,3
QVina,A,random,2,8,1,-6.9,5.803,3
QVina,A,random,3,8,1,-6.8,4.744,3
QVina,A,random,4,8,1,-6.8,5.198,3
QVina,A,random,5,8,1,-6.8,5.158,3
QVina,A,random,6,8,1,-6.8,4.784,3
QVina,A,random,7,8,1,-6.8,5.732,3
QVina,A,random,8,8,1,-6.8,5.266,3
QVina,A,random,9,8,1,-6.6,5.168,3
QVina,A,random,10,8,1,-6.5,5.343,3
QVina,A,random,11,8,1,-6.5,5.532,3
QVina,A,random,12,8,1,-6.5,4.757,3
QVina,A,random,13,8,1,-6.5,5.672,3
QVina,A,random,14,8,1,-6.5,5.205,3
QVina,A,random,15,8,1,-6.4,4.182,3
QVina,A,random,16,8,1,-6.4,4.925,3
QVina,A,random,17,8,1,-6.4,3.900,3
QVina,A,random,18,8,1,-6.3,5.651,3
QVina,A,random,19,8,1,-6.2,5.643,3
QVina,A,random,20,8,1,-6.2,6.055,3
QVina,A,random,1,8,3,-6.6,3.808,1
QVina,A,random,2,8,3,-6.4,4.761,1
QVina,A,random,3,8,3,-6.4,4.615,1
QVina,A,random,4,8,3,-6.2,4.622,1
QVina,A,random,5,8,3,-6.2,5.480,1
QVina,A,random,6,8,3,-6.1,4.995,1
QVina,A,random,7,8,3,-6.1,6.233,1
QVina,A,random,8,8,3,-6.1,4.681,1
QVina,A,random,9,8,3,-6.1,5.180,1
QVina,A,random,10,8,3,-6.1,3.922,1
QVina,A,random,11,8,3,-6.1,3.464,1
QVina,A,random,12,8,3,-6.0,4.522,1
QVina,A,random,13,8,3,-5.9,5.081,1
QVina,A,random,14,8,3,-5.9,4.611,1
QVina,A,random,15,8,3,-5.8,5.330,1
QVina,A,random,16,8,3,-5.7,5.427,1
QVina,A,random,17,8,3,-5.6,4.942,1
QVina,A,random,18,8,3,-5.6,4.978,1
QVina,A,random,19,8,3,-5.5,6.154,1
QVina,A,random,20,8,3,-5.4,4.908,1
QVina,A,random,1,8,3,-6.9,5.834,2
QVina,A,random,2,8,3,-6.9,6.176,2
QVina,A,random,3,8,3,-6.8,5.047,2
QVina,A,random,4,8,3,-6.8,4.723,2
QVina,A,random,5,8,3,-6.8,5.207,2
QVina,A,random,6,8,3,-6.7,5.103,2
QVina,A,random,7,8,3,-6.7,4.903,2
QVina,A,random,8,8,3,-6.6,5.132,2
QVina,A,random,9,8,3,-6.5,6.100,2
QVina,A,random,10,8,3,-6.5,5.332,2
QVina,A,random,11,8,3,-6.5,4.968,2
QVina,A,random,12,8,3,-6.4,5.066,2
QVina,A,random,13,8,3,-6.4,4.811,2
QVina,A,random,14,8,3,-6.3,4.500,2
QVina,A,random,15,8,3,-6.3,6.236,2
QVina,A,random,16,8,3,-6.2,5.071,2
QVina,A,random,17,8,3,-6.2,4.676,2
QVina,A,random,18,8,3,-6.1,4.762,2
QVina,A,random,19,8,3,-6.1,6.488,2
QVina,A,random,20,8,3,-6.0,6.460,2
QVina,A,random,1,8,3,-6.8,5.325,3
QVina,A,random,2,8,3,-6.7,5.908,3
QVina,A,random,3,8,3,-6.5,5.682,3
QVina,A,random,4,8,3,-6.4,5.038,3
QVina,A,random,5,8,3,-6.4,5.882,3
QVina,A,random,6,8,3,-6.4,5.090,3
QVina,A,random,7,8,3,-6.3,4.130,3
QVina,A,random,8,8,3,-6.3,5.116,3
QVina,A,random,9,8,3,-6.0,4.853,3
QVina,A,random,10,8,3,-6.0,3.985,3
QVina,A,random,11,8,3,-5.9,5.686,3
QVina,A,random,12,8,3,-5.9,5.183,3
QVina,A,random,13,8,3,-5.9,4.911,3
QVina,A,random,14,8,3,-5.8,4.734,3
QVina,A,random,15,8,3,-5.8,5.098,3
QVina,A,random,16,8,3,-5.8,4.235,3
QVina,A,random,17,8,3,-5.7,4.781,3
QVina,A,random,18,8,3,-5.7,6.549,3
QVina,A,random,19,8,3,-5.6,5.097,3
QVina,A,random,20,8,3,-5.6,4.969,3
QVina,B,crystal,1,24,1,-6.7,5.301,1
QVina,B,crystal,2,24,1,-6.5,4.380,1
QVina,B,crystal,3,24,1,-6.4,4.818,1
QVina,B,crystal,4,24,1,-6.4,4.912,1
QVina,B,crystal,5,24,1,-6.3,5.322,1
QVina,B,crystal,6,24,1,-6.3,5.719,1
QVina,B,crystal,7,24,1,-6.3,4.591,1
QVina,B,crystal,8,24,1,-6.3,4.504,1
QVina,B,crystal,9,24,1,-6.2,4.286,1
QVina,B,crystal,10,24,1,-6.2,4.571,1
QVina,B,crystal,11,24,1,-6.1,5.329,1
QVina,B,crystal,12,24,1,-6.1,3.948,1
QVina,B,crystal,13,24,1,-6.1,5.377,1
QVina,B,crystal,14,24,1,-6.0,3.210,1
QVina,B,crystal,15,24,1,-6.0,5.337,1
QVina,B,crystal,16,24,1,-6.0,3.984,1
QVina,B,crystal,17,24,1,-6.0,5.082,1
QVina,B,crystal,18,24,1,-6.0,5.419,1
QVina,B,crystal,19,24,1,-5.9,5.526,1
QVina,B,crystal,20,24,1,-5.9,7.010,1
QVina,B,crystal,1,24,1,-7.2,5.091,2
QVina,B,crystal,2,24,1,-6.7,5.739,2
QVina,B,crystal,3,24,1,-6.7,5.647,2
QVina,B,crystal,4,24,1,-6.7,4.771,2
QVina,B,crystal,5,24,1,-6.6,4.762,2
QVina,B,crystal,6,24,1,-6.6,4.474,2
QVina,B,crystal,7,24,1,-6.5,5.874,2
QVina,B,crystal,8,24,1,-6.5,4.614,2
QVina,B,crystal,9,24,1,-6.4,3.604,2
QVina,B,crystal,10,24,1,-6.3,4.572,2
QVina,B,crystal,11,24,1,-6.3,5.311,2
QVina,B,crystal,12,24,1,-6.3,4.591,2
QVina,B,crystal,13,24,1,-6.3,5.603,2
QVina,B,crystal,1,24,1,-7.1,6.659,3
QVina,B,crystal,2,24,1,-6.7,5.004,3
QVina,B,crystal,3,24,1,-6.6,5.275,3
QVina,B,crystal,4,24,1,-6.5,3.719,3
QVina,B,crystal,5,24,1,-6.5,4.702,3
QVina,B,crystal,6,24,1,-6.4,4.590,3
QVina,B,crystal,7,24,1,-6.4,4.712,3
QVina,B,crystal,8,24,1,-6.4,5.439,3
QVina,B,crystal,9,24,1,-6.3,4.782,3
QVina,B,crystal,10,24,1,-6.3,5.219,3
QVina,B,crystal,11,24,1,-6.2,5.969,3
QVina,B,crystal,12,24,1,-6.2,5.208,3
QVina,B,crystal,13,24,1,-6.2,3.932,3
QVina,B,crystal,14,24,1,-6.2,5.699,3
QVina,B,crystal,15,24,1,-6.2,6.878,3
QVina,B,crystal,16,24,1,-6.2,4.798,3
QVina,B,crystal,17,24,1,-6.1,5.112,3
QVina,B,crystal,18,24,1,-6.1,5.207,3
QVina,B,crystal,1,24,3,-7.1,6.689,1
QVina,B,crystal,2,24,3,-6.7,6.608,1
QVina,B,crystal,3,24,3,-6.5,4.891,1
QVina,B,crystal,4,24,3,-6.5,4.839,1
QVina,B,crystal,5,24,3,-6.3,4.709,1
QVina,B,crystal,6,24,3,-6.3,4.304,1
QVina,B,crystal,7,24,3,-6.3,3.975,1
QVina,B,crystal,8,24,3,-6.3,6.426,1
QVina,B,crystal,9,24,3,-6.2,5.785,1
QVina,B,crystal,10,24,3,-6.2,4.418,1
QVina,B,crystal,11,24,3,-6.2,4.578,1
QVina,B,crystal,12,24,3,-6.1,4.603,1
QVina,B,crystal,13,24,3,-6.1,5.301,1
QVina,B,crystal,14,24,3,-6.0,5.484,1
QVina,B,crystal,15,24,3,-6.0,5.461,1
QVina,B,crystal,16,24,3,-6.0,4.227,1
QVina,B,crystal,17,24,3,-6.0,5.062,1
QVina,B,crystal,18,24,3,-6.0,5.643,1
QVina,B,crystal,19,24,3,-5.9,4.859,1
QVina,B,crystal,20,24,3,-5.9,5.945,1
QVina,B,crystal,1,24,3,-6.9,4.867,2
QVina,B,crystal,2,24,3,-6.8,4.798,2
QVina,B,crystal,3,24,3,-6.8,4.943,2
QVina,B,crystal,4,24,3,-6.8,4.600,2
QVina,B,crystal,5,24,3,-6.8,5.647,2
QVina,B,crystal,6,24,3,-6.7,5.291,2
QVina,B,crystal,7,24,3,-6.7,5.434,2
QVina,B,crystal,8,24,3,-6.6,4.538,2
QVina,B,crystal,9,24,3,-6.6,4.648,2
QVina,B,crystal,10,24,3,-6.6,5.770,2
QVina,B,crystal,11,24,3,-6.5,4.971,2
QVina,B,crystal,12,24,3,-6.5,4.776,2
QVina,B,crystal,13,24,3,-6.5,4.401,2
QVina,B,crystal,14,24,3,-6.5,5.683,2
QVina,B,crystal,15,24,3,-6.5,4.561,2
QVina,B,crystal,16,24,3,-6.4,4.624,2
QVina,B,crystal,17,24,3,-6.4,5.613,2
