Program,Ligand,Initial Pose,Pose,Exhaustiveness,Energy Range,Energy,RMSD,Execution
Vina,B,random,13,24,1,-6.8,5.027,2
Vina,B,random,14,24,1,-6.7,4.057,2
Vina,B,random,15,24,1,-6.7,4.185,2
Vina,B,random,16,24,1,-6.7,5.855,2
Vina,B,random,17,24,1,-6.7,4.334,2
Vina,B,random,18,24,1,-6.6,4.614,2
Vina,B,random,19,24,1,-6.6,5.145,2
Vina,B,random,20,24,1,-6.6,5.682,2
Vina,B,random,1,24,1,-7.2,3.327,3
Vina,B,random,2,24,1,-7.1,3.434,3
Vina,B,random,3,24,1,-7.0,4.360,3
Vina,B,random,4,24,1,-6.9,4.287,3
Vina,B,random,5,24,1,-6.9,5.071,3
Vina,B,random,6,24,1,-6.9,5.461,3
Vina,B,random,7,24,1,-6.9,4.960,3
Vina,B,random,8,24,1,-6.9,5.885,3
Vina,B,random,9,24,1,-6.8,4.732,3
Vina,B,random,10,24,1,-6.8,5.814,3
Vina,B,random,11,24,1,-6.8,5.341,3
Vina,B,random,12,24,1,-6.7,4.085,3
Vina,B,random,13,24,1,-6.6,4.432,3
Vina,B,random,14,24,1,-6.6,4.382,3
Vina,B,random,15,24,1,-6.6,4.636,3
Vina,B,random,16,24,1,-6.6,4.623,3
Vina,B,random,17,24,1,-6.6,3.749,3
Vina,B,random,18,24,1,-6.6,5.035,3
Vina,B,random,19,24,1,-6.5,5.585,3
Vina,B,random,20,24,1,-6.4,5.217,3
Vina,B,random,1,24,3,-7.4,3.486,1
Vina,B,random,2,24,3,-7.4,3.394,1
Vina,B,random,3,24,3,-7.3,3.420,1
Vina,B,random,4,24,3,-7.1,5.765,1
Vina,B,random,5,24,3,-7.1,5.440,1
Vina,B,random,6,24,3,-7.1,5.702,1
Vina,B,random,7,24,3,-7.1,4.513,1
Vina,B,random,8,24,3,-7.1,4.345,1
Vina,B,random,9,24,3,-7.1,3.784,1
Vina,B,random,10,24,3,-7.1,4.904,1
Vina,B,random,11,24,3,-7.0,5.989,1
Vina,B,random,12,24,3,-7.0,4.171,1
Vina,B,random,13,24,3,-7.0,3.509,1
Vina,B,random,14,24,3,-7.0,5.678,1
Vina,B,random,15,24,3,-6.9,5.686,1
Vina,B,random,16,24,3,-6.9,5.251,1
Vina,B,random,17,24,3,-6.9,4.381,1
Vina,B,random,18,24,3,-6.9,3.126,1
Vina,B,random,19,24,3,-6.8,4.309,1
Vina,B,random,20,24,3,-6.7,4.936,1
Vina,B,random,1,24,3,-7.1,3.405,2
Vina,B,random,2,24,3,-7.1,3.343,2
Vina,B,random,3,24,3,-7.0,4.375,2
Vina,B,random,4,24,3,-7.0,3.406,2
Vina,B,random,5,24,3,-6.9,4.781,2
Vina,B,random,6,24,3,-6.9,6.072,2
Vina,B,random,7,24,3,-6.9,5.628,2
Vina,B,random,8,24,3,-6.9,5.327,2
Vina,B,random,9,24,3,-6.9,4.112,2
Vina,B,random,10,24,3,-6.9,4.929,2
Vina,B,random,11,24,3,-6.9,5.126,2
Vina,B,random,12,24,3,-6.9,4.258,2
Vina,B,random,13,24,3,-6.8,4.324,2
Vina,B,random,14,24,3,-6.8,4.188,2
Vina,B,random,15,24,3,-6.8,4.900,2
Vina,B,random,16,24,3,-6.7,5.269,2
Vina,B,random,17,24,3,-6.7,4.275,2
Vina,B,random,18,24,3,-6.6,5.755,2
Vina,B,random,19,24,3,-6.5,4.437,2
Vina,B,random,20,24,3,-6.4,5.253,2
Vina,B,random,1,24,3,-7.5,3.521,3
Vina,B,random,2,24,3,-7.4,4.538,3
Vina,B,random,3,24,3,-7.3,4.097,3
Vina,B,random,4,24,3,-7.2,5.074,3
Vina,B,random,5,24,3,-7.2,5.585,3
Vina,B,random,6,24,3,-7.1,4.284,3
Vina,B,random,7,24,3,-7.1,4.688,3
Vina,B,random,8,24,3,-7.1,4.936,3
Vina,B,random,9,24,3,-7.0,4.089,3
Vina,B,random,10,24,3,-7.0,5.310,3
Vina,B,random,11,24,3,-7.0,5.778,3
Vina,B,random,12,24,3,-7.0,4.710,3
Vina,B,random,13,24,3,-7.0,3.430,3
Vina,B,random,14,24,3,-6.9,4.417,3
Vina,B,random,15,24,3,-6.9,5.120,3
Vina,B,random,16,24,3,-6.9,5.124,3
Vina,B,random,17,24,3,-6.8,4.138,3
Vina,B,random,18,24,3,-6.8,4.589,3
Vina,B,random,19,24,3,-6.7,4.666,3
Vina,B,random,20,24,3,-6.7,5.205,3
Vina,B,random,1,32,1,-7.1,3.375,1
Vina,B,random,2,32,1,-7.0,4.481,1
Vina,B,random,3,32,1,-6.9,4.223,1
Vina,B,random,4,32,1,-6.9,5.864,1
Vina,B,random,5,32,1,-6.9,6.115,1
Vina,B,random,6,32,1,-6.8,4.955,1
Vina,B,random,7,32,1,-6.8,4.182,1
Vina,B,random,8,32,1,-6.8,5.736,1
Vina,B,random,9,32,1,-6.8,4.829,1
Vina,B,random,10,32,1,-6.8,5.484,1
Vina,B,random,11,32,1,-6.6,4.480,1
Vina,B,random,12,32,1,-6.6,5.484,1
Vina,B,random,13,32,1,-6.6,5.031,1
Vina,B,random,14,32,1,-6.6,4.328,1
Vina,B,random,15,32,1,-6.6,5.299,1
Vina,B,random,16,32,1,-6.5,4.392,1
Vina,B,random,17,32,1,-6.5,5.731,1
Vina,B,random,18,32,1,-6.5,4.642,1
Vina,B,random,19,32,1,-6.5,4.279,1
Vina,B,random,20,32,1,-6.5,3.087,1
Vina,B,random,1,32,1,-7.3,3.347,2
Vina,B,random,2,32,1,-7.1,3.226,2
Vina,B,random,3,32,1,-7.0,3.346,2
Vina,B,random,4,32,1,-6.9,5.824,2
Vina,B,random,5,32,1,-6.9,4.544,2
Vina,B,random,6,32,1,-6.8,5.020,2
Vina,B,random,7,32,1,-6.8,4.841,2
Vina,B,random,8,32,1,-6.8,5.568,2
Vina,B,random,9,32,1,-6.7,4.147,2
Vina,B,random,10,32,1,-6.7,5.800,2
Vina,B,random,11,32,1,-6.7,2.958,2
Vina,B,random,12,32,1,-6.7,4.896,2
Vina,B,random,13,32,1,-6.7,5.760,2
Vina,B,random,14,32,1,-6.7,5.941,2
Vina,B,random,15,32,1,-6.6,4.804,2
Vina,B,random,16,32,1,-6.6,4.340,2
Vina,B,random,17,32,1,-6.6,4.495,2
Vina,B,random,18,32,1,-6.6,4.423,2
Vina,B,random,19,32,1,-6.6,5.142,2
Vina,B,random,20,32,1,-6.5,4.651,2
Vina,B,random,1,32,1,-7.5,3.475,3
Vina,B,random,2,32,1,-7.4,3.398,3
Vina,B,random,3,32,1,-7.3,4.530,3
Vina,B,random,4,32,1,-7.3,3.552,3
Vina,B,random,5,32,1,-7.3,5.844,3
Vina,B,random,6,32,1,-7.2,4.819,3
Vina,B,random,7,32,1,-7.2,5.926,3
Vina,B,random,8,32,1,-7.1,5.171,3
Vina,B,random,9,32,1,-7.1,5.628,3
Vina,B,random,10,32,1,-7.1,5.468,3
Vina,B,random,11,32,1,-7.1,4.908,3
Vina,B,random,12,32,1,-7.1,5.023,3
Vina,B,random,13,32,1,-7.1,4.237,3
Vina,B,random,14,32,1,-7.0,5.678,3
Vina,B,random,15,32,1,-7.0,5.765,3
Vina,B,random,16,32,1,-6.9,4.327,3
Vina,B,random,17,32,1,-6.9,4.629,3
Vina,B,random,18,32,1,-6.8,5.891,3
Vina,B,random,19,32,1,-6.8,4.430,3
Vina,B,random,20,32,1,-6.8,5.211,3
Vina,B,random,1,32,3,-7.3,3.353,1
Vina,B,random,2,32,3,-7.2,3.470,1
Vina,B,random,3,32,3,-7.1,4.498,1
Vina,B,random,4,32,3,-7.1,6.096,1
Vina,B,random,5,32,3,-7.1,4.242,1
Vina,B,random,6,32,3,-7.0,5.093,1
Vina,B,random,7,32,3,-7.0,4.906,1
Vina,B,random,8,32,3,-7.0,5.623,1
Vina,B,random,9,32,3,-7.0,5.724,1
Vina,B,random,10,32,3,-6.9,4.879,1
Vina,B,random,11,32,3,-6.9,5.238,1
Vina,B,random,12,32,3,-6.8,4.473,1
Vina,B,random,13,32,3,-6.8,5.746,1
Vina,B,random,14,32,3,-6.7,3.858,1
Vina,B,random,15,32,3,-6.7,4.526,1
Vina,B,random,16,32,3,-6.7,5.106,1
Vina,B,random,17,32,3,-6.6,5.197,1
Vina,B,random,18,32,3,-6.6,4.799,1
Vina,B,random,19,32,3,-6.6,5.288,1
Vina,B,random,20,32,3,-6.6,5.656,1
Vina,B,random,1,32,3,-7.2,3.364,2
Vina,B,random,2,32,3,-7.1,3.333,2
Vina,B,random,3,32,3,-7.0,4.530,2
Vina,B,random,4,32,3,-6.9,4.235,2
Vina,B,random,5,32,3,-6.9,4.798,2
Vina,B,random,6,32,3,-6.9,5.692,2
Vina,B,random,7,32,3,-6.8,4.996,2
Vina,B,random,8,32,3,-6.8,5.325,2
Vina,B,random,9,32,3,-6.8,6.120,2
Vina,B,random,10,32,3,-6.8,5.078,2
Vina,B,random,11,32,3,-6.7,4.948,2
Vina,B,random,12,32,3,-6.7,5.248,2
Vina,B,random,13,32,3,-6.7,5.801,2
Vina,B,random,14,32,3,-6.6,2.948,2
Vina,B,random,15,32,3,-6.6,4.728,2
Vina,B,random,16,32,3,-6.6,4.152,2
Vina,B,random,17,32,3,-6.6,5.170,2
Vina,B,random,18,32,3,-6.5,4.288,2
Vina,B,random,19,32,3,-6.5,5.795,2
Vina,B,random,20,32,3,-6.4,4.118,2
Vina,B,random,1,32,3,-6.9,3.512,3
Vina,B,random,2,32,3,-6.9,3.429,3
Vina,B,random,3,32,3,-6.9,4.512,3
Vina,B,random,4,32,3,-6.7,5.962,3
Vina,B,random,5,32,3,-6.7,5.306,3
Vina,B,random,6,32,3,-6.7,5.120,3
Vina,B,random,7,32,3,-6.7,5.722,3
Vina,B,random,8,32,3,-6.7,5.097,3
Vina,B,random,9,32,3,-6.6,5.972,3
Vina,B,random,10,32,3,-6.6,4.911,3
Vina,B,random,11,32,3,-6.6,5.893,3
Vina,B,random,12,32,3,-6.5,4.960,3
Vina,B,random,13,32,3,-6.5,5.328,3
Vina,B,random,14,32,3,-6.5,4.997,3
Vina,B,random,15,32,3,-6.5,4.660,3
Vina,B,random,16,32,3,-6.5,4.378,3
Vina,B,random,17,32,3,-6.4,5.146,3
Vina,B,random,18,32,3,-6.4,4.918,3
Vina,B,random,19,32,3,-6.4,5.545,3
Vina,B,random,20,32,3,-6.4,4.105,3
Vina,B,random,1,8,1,-7.3,3.321,1
Vina,B,random,2,8,1,-7.1,4.609,1
Vina,B,random,3,8,1,-7.1,3.484,1
Vina,B,random,4,8,1,-7.1,3.287,1
Vina,B,random,5,8,1,-6.8,4.521,1
Vina,B,random,6,8,1,-6.8,5.861,1
Vina,B,random,7,8,1,-6.7,5.013,1
Vina,B,random,8,8,1,-6.6,4.804,1
Vina,B,random,9,8,1,-6.6,4.247,1
Vina,B,random,10,8,1,-6.6,4.407,1
Vina,B,random,11,8,1,-6.6,3.835,1
Vina,B,random,12,8,1,-6.6,3.462,1
Vina,B,random,13,8,1,-6.6,4.505,1
Vina,B,random,14,8,1,-6.5,5.210,1
Vina,B,random,15,8,1,-6.5,4.606,1
Vina,B,random,16,8,1,-6.5,4.773,1
Vina,B,random,17,8,1,-6.5,4.903,1
Vina,B,random,18,8,1,-6.4,4.175,1
Vina,B,random,19,8,1,-6.4,5.213,1
Vina,B,random,20,8,1,-6.4,4.220,1
Vina,B,random,1,8,1,-7.2,3.331,2
Vina,B,random,2,8,1,-7.1,3.401,2
Vina,B,random,3,8,1,-7.0,3.415,2
Vina,B,random,4,8,1,-7.0,5.730,2
Vina,B,random,5,8,1,-6.9,4.305,2
Vina,B,random,6,8,1,-6.8,6.084,2
Vina,B,random,7,8,1,-6.8,4.750,2
Vina,B,random,8,8,1,-6.8,5.240,2
Vina,B,random,9,8,1,-6.8,5.590,2
Vina,B,random,10,8,1,-6.7,4.706,2
Vina,B,random,11,8,1,-6.7,5.267,2
Vina,B,random,12,8,1,-6.5,5.601,2
Vina,B,random,13,8,1,-6.5,4.923,2
Vina,B,random,14,8,1,-6.5,5.430,2
Vina,B,random,15,8,1,-6.5,4.264,2
Vina,B,random,16,8,1,-6.5,4.700,2
Vina,B,random,17,8,1,-6.4,5.764,2
Vina,B,random,18,8,1,-6.4,4.481,2
Vina,B,random,19,8,1,-6.3,4.524,2
Vina,B,random,20,8,1,-6.2,4.836,2
Vina,B,random,1,8,1,-8.0,5.537,3
Vina,B,random,2,8,1,-7.9,3.430,3
Vina,B,random,3,8,1,-7.9,3.245,3
Vina,B,random,4,8,1,-7.8,4.371,3
Vina,B,random,5,8,1,-7.7,4.219,3
Vina,B,random,6,8,1,-7.7,6.059,3
Vina,B,random,7,8,1,-7.6,5.212,3
Vina,B,random,8,8,1,-7.6,4.140,3
Vina,B,random,9,8,1,-7.6,4.553,3
Vina,B,random,10,8,1,-7.3,5.728,3
Vina,B,random,11,8,1,-7.3,5.039,3
Vina,B,random,12,8,1,-7.3,4.477,3
Vina,B,random,13,8,1,-7.2,3.933,3
Vina,B,random,14,8,1,-7.2,4.437,3
Vina,B,random,15,8,1,-7.2,4.220,3
Vina,B,random,16,8,1,-7.1,5.132,3
Vina,B,random,17,8,1,-7.0,4.888,3
Vina,B,random,18,8,1,-7.0,4.638,3
Vina,B,random,1,8,3,-7.3,4.553,1
Vina,B,random,2,8,3,-7.1,5.193,1
Vina,B,random,3,8,3,-7.0,3.852,1
Vina,B,random,4,8,3,-6.8,5.773,1
Vina,B,random,5,8,3,-6.8,4.926,1
Vina,B,random,6,8,3,-6.8,4.411,1
Vina,B,random,7,8,3,-6.8,4.706,1
Vina,B,random,8,8,3,-6.8,5.493,1
Vina,B,random,9,8,3,-6.7,5.227,1
Vina,B,random,10,8,3,-6.7,4.587,1
Vina,B,random,11,8,3,-6.7,5.319,1
Vina,B,random,12,8,3,-6.6,3.908,1
Vina,B,random,13,8,3,-6.6,4.646,1
Vina,B,random,14,8,3,-6.5,4.777,1
Vina,B,random,15,8,3,-6.5,3.115,1
Vina,B,random,16,8,3,-6.5,4.306,1
Vina,B,random,17,8,3,-6.5,4.512,1
Vina,B,random,18,8,3,-6.4,4.522,1
Vina,B,random,19,8,3,-6.2,3.392,1
Vina,B,random,20,8,3,-6.2,4.649,1
Vina,B,random,1,8,3,-7.1,3.353,2
Vina,B,random,2,8,3,-7.1,4.516,2
Vina,B,random,3,8,3,-7.0,3.460,2
Vina,B,random,4,8,3,-6.9,4.665,2
Vina,B,random,5,8,3,-6.8,4.172,2
Vina,B,random,6,8,3,-6.7,5.959,2
Vina,B,random,7,8,3,-6.7,5.263,2
Vina,B,random,8,8,3,-6.6,4.289,2
Vina,B,random,9,8,3,-6.6,4.344,2
Vina,B,random,10,8,3,-6.6,4.636,2
Vina,B,random,11,8,3,-6.5,4.739,2
Vina,B,random,12,8,3,-6.5,5.820,2
Vina,B,random,13,8,3,-6.4,4.436,2
Vina,B,random,14,8,3,-6.4,3.093,2
Vina,B,random,15,8,3,-6.4,5.336,2
Vina,B,random,16,8,3,-6.3,4.206,2
Vina,B,random,17,8,3,-6.3,4.938,2
Vina,B,random,18,8,3,-6.3,4.510,2
Vina,B,random,19,8,3,-6.3,5.448,2
Vina,B,random,20,8,3,-6.3,3.301,2
Vina,B,random,1,8,3,-7.3,4.525,3
Vina,B,random,2,8,3,-7.0,5.552,3
Vina,B,random,3,8,3,-7.0,5.924,3
Vina,B,random,4,8,3,-6.9,4.462,3
Vina,B,random,5,8,3,-6.9,4.687,3
Vina,B,random,6,8,3,-6.8,4.331,3
Vina,B,random,7,8,3,-6.7,4.753,3
Vina,B,random,8,8,3,-6.7,4.974,3
Vina,B,random,9,8,3,-6.7,4.571,3
Vina,B,random,10,8,3,-6.6,3.076,3
Vina,B,random,11,8,3,-6.6,5.805,3
Vina,B,random,12,8,3,-6.6,3.927,3
Vina,B,random,13,8,3,-6.5,3.695,3
Vina,B,random,14,8,3,-6.5,5.370,3
Vina,B,random,15,8,3,-6.5,4.498,3
Vina,B,random,16,8,3,-6.5,3.883,3
Vina,B,random,17,8,3,-6.4,4.737,3
Vina,B,random,18,8,3,-6.4,4.094,3
Vina,B,random,19,8,3,-6.2,4.763,3
Vina,B,random,20,8,3,-6.2,4.899,3
QVina,A,crystal,1,24,1,-6.9,5.315,1
QVina,A,crystal,2,24,1,-6.6,4.681,1
QVina,A,crystal,3,24,1,-6.6,5.560,1
QVina,A,crystal,4,24,1,-6.5,5.909,1
QVina,A,crystal,5,24,1,-6.5,5.677,1
QVina,A,crystal,6,24,1,-6.5,5.022,1
QVina,A,crystal,7,24,1,-6.4,4.327,1
QVina,A,crystal,8,24,1,-6.4,5.989,1
QVina,A,crystal,9,24,1,-6.3,4.775,1
QVina,A,crystal,10,24,1,-6.2,5.215,1
QVina,A,crystal,11,24,1,-6.2,4.341,1
QVina,A,crystal,12,24,1,-6.2,5.007,1
QVina,A,crystal,13,24,1,-6.2,5.022,1
QVina,A,crystal,14,24,1,-6.1,5.053,1
QVina,A,crystal,15,24,1,-6.1,3.035,1
QVina,A,crystal,16,24,1,-6.1,4.601,1
QVina,A,crystal,17,24,1,-6.1,5.587,1
QVina,A,crystal,18,24,1,-6.1,4.992,1
QVina,A,crystal,19,24,1,-6.1,5.811,1
QVina,A,crystal,20,24,1,-6.1,5.381,1
QVina,A,crystal,1,24,1,-6.8,6.135,2
QVina,A,crystal,2,24,1,-6.8,5.165,2
QVina,A,crystal,3,24,1,-6.1,4.482,2
QVina,A,crystal,4,24,1,-6.1,5.654,2
QVina,A,crystal,5,24,1,-6.0,3.759,2
QVina,A,crystal,6,24,1,-6.0,4.949,2
QVina,A,crystal,7,24,1,-5.9,5.913,2
QVina,A,crystal,8,24,1,-5.9,4.523,2
QVina,A,crystal,9,24,1,-5.9,5.406,2
QVina,A,crystal,10,24,1,-5.8,4.838,2
QVina,A,crystal,1,24,1,-7.1,6.164,3
QVina,A,crystal,2,24,1,-7.0,5.194,3
QVina,A,crystal,3,24,1,-6.9,4.729,3
QVina,A,crystal,4,24,1,-6.6,5.750,3
QVina,A,crystal,5,24,1,-6.5,5.933,3
QVina,A,crystal,6,24,1,-6.5,4.563,3
QVina,A,crystal,7,24,1,-6.5,4.790,3
QVina,A,crystal,8,24,1,-6.4,6.004,3
QVina,A,crystal,9,24,1,-6.4,5.447,3
QVina,A,crystal,10,24,1,-6.4,4.764,3
QVina,A,crystal,11,24,1,-6.3,4.521,3
QVina,A,crystal,12,24,1,-6.3,4.446,3
QVina,A,crystal,13,24,1,-6.3,5.603,3
QVina,A,crystal,14,24,1,-6.2,4.663,3
QVina,A,crystal,15,24,1,-6.2,4.903,3
QVina,A,crystal,16,24,1,-6.2,5.199,3
QVina,A,crystal,17,24,1,-6.2,6.020,3
QVina,A,crystal,18,24,1,-6.2,3.851,3
QVina,A,crystal,19,24,1,-6.2,6.737,3
QVina,A,crystal,20,24,1,-6.2,5.465,3
QVina,A,crystal,1,24,3,-7.4,4.942,1
QVina,A,crystal,2,24,3,-7.0,4.400,1
QVina,A,crystal,3,24,3,-7.0,4.979,1
QVina,A,crystal,4,24,3,-6.9,3.813,1
QVina,A,crystal,5,24,3,-6.8,5.783,1
QVina,A,crystal,6,24,3,-6.8,5.696,1
QVina,A,crystal,7,24,3,-6.8,4.759,1
QVina,A,crystal,8,24,3,-6.7,5.594,1
QVina,A,crystal,9,24,3,-6.6,6.673,1
QVina,A,crystal,10,24,3,-6.6,4.591,1
QVina,A,crystal,11,24,3,-6.6,5.866,1
QVina,A,crystal,12,24,3,-6.6,5.297,1
QVina,A,crystal,13,24,3,-6.6,5.067,1
QVina,A,crystal,14,24,3,-6.6,5.611,1
QVina,A,crystal,15,24,3,-6.6,5.561,1
QVina,A,crystal,16,24,3,-6.5,4.914,1
QVina,A,crystal,17,24,3,-6.5,6.770,1
QVina,A,crystal,18,24,3,-6.5,4.933,1
QVina,A,crystal,19,24,3,-6.5,5.884,1
QVina,A,crystal,20,24,3,-6.5,5.751,1
QVina,A,crystal,1,24,3,-7.2,5.090,2
QVina,A,crystal,2,24,3,-6.8,6.569,2
QVina,A,crystal,3,24,3,-6.7,5.435,2
QVina,A,crystal,4,24,3,-6.6,5.310,2
QVina,A,crystal,5,24,3,-6.6,5.234,2
QVina,A,crystal,6,24,3,-6.5,4.713,2
QVina,A,crystal,7,24,3,-6.5,5.611,2
QVina,A,crystal,8,24,3,-6.5,5.701,2
QVina,A,crystal,9,24,3,-6.5,4.032,2
QVina,A,crystal,10,24,3,-6.4,4.907,2
QVina,A,crystal,11,24,3,-6.4,4.153,2
QVina,A,crystal,12,24,3,-6.4,4.662,2
QVina,A,crystal,13,24,3,-6.3,4.673,2
QVina,A,crystal,14,24,3,-6.3,6.125,2
QVina,A,crystal,15,24,3,-6.3,5.138,2
QVina,A,crystal,16,24,3,-6.3,5.497,2
QVina,A,crystal,17,24,3,-6.3,5.123,2
QVina,A,crystal,18,24,3,-6.2,5.273,2
QVina,A,crystal,19,24,3,-6.2,4.856,2
QVina,A,crystal,20,24,3,-6.2,6.107,2
QVina,A,crystal,1,24,3,-7.2,4.651,3
QVina,A,crystal,2,24,3,-7.0,5.504,3
QVina,A,crystal,3,24,3,-7.0,5.159,3
QVina,A,crystal,4,24,3,-6.9,5.627,3
QVina,A,crystal,5,24,3,-6.9,4.620,3
QVina,A,crystal,6,24,3,-6.9,5.811,3
QVina,A,crystal,7,24,3,-6.9,4.765,3
QVina,A,crystal,8,24,3,-6.9,5.666,3
QVina,A,crystal,9,24,3,-6.8,5.023,3
QVina,A,crystal,10,24,3,-6.7,4.467,3
QVina,A,crystal,11,24,3,-6.6,5.626,3
QVina,A,crystal,12,24,3,-6.6,5.262,3
QVina,A,crystal,13,24,3,-6.6,5.999,3
QVina,A,crystal,14,24,3,-6.6,5.299,3
QVina,A,crystal,15,24,3,-6.6,4.538,3
QVina,A,crystal,16,24,3,-6.5,5.893,3
QVina,A,crystal,17,24,3,-6.5,4.761,3
QVina,A,crystal,18,24,3,-6.5,5.903,3
QVina,A,crystal,19,24,3,-6.4,3.930,3
QVina,A,crystal,20,24,3,-6.4,5.975,3
QVina,A,crystal,1,32,1,-7.4,6.797,1
QVina,A,crystal,2,32,1,-7.4,6.355,1
QVina,A,crystal,3,32,1,-6.8,4.226,1
QVina,A,crystal,4,32,1,-6.7,5.207,1
QVina,A,crystal,5,32,1,-6.7,3.788,1
QVina,A,crystal,6,32,1,-6.6,5.109,1
QVina,A,crystal,7,32,1,-6.6,5.853,1
QVina,A,crystal,8,32,1,-6.6,5.702,1
QVina,A,crystal,9,32,1,-6.5,5.193,1
QVina,A,crystal,10,32,1,-6.5,5.002,1
QVina,A,crystal,11,32,1,-6.5,4.820,1
QVina,A,crystal,12,32,1,-6.5,5.917,1
QVina,A,crystal,13,32,1,-6.5,4.965,1
QVina,A,crystal,14,32,1,-6.4,6.250,1
QVina,A,crystal,1,32,1,-7.2,5.281,2
QVina,A,crystal,2,32,1,-7.0,5.553,2
QVina,A,crystal,3,32,1,-6.8,5.059,2
QVina,A,crystal,4,32,1,-6.7,5.723,2
QVina,A,crystal,5,32,1,-6.7,5.565,2
QVina,A,crystal,6,32,1,-6.7,5.738,2
QVina,A,crystal,7,32,1,-6.6,5.572,2
QVina,A,crystal,8,32,1,-6.6,5.638,2
QVina,A,crystal,9,32,1,-6.5,5.249,2
QVina,A,crystal,10,32,1,-6.5,4.722,2
QVina,A,crystal,11,32,1,-6.5,5.587,2
QVina,A,crystal,12,32,1,-6.4,5.696,2
QVina,A,crystal,13,32,1,-6.4,4.331,2
QVina,A,crystal,14,32,1,-6.4,5.801,2
QVina,A,crystal,15,32,1,-6.4,3.802,2
QVina,A,crystal,16,32,1,-6.4,5.086,2
QVina,A,crystal,17,32,1,-6.4,4.955,2
QVina,A,crystal,18,32,1,-6.4,4.409,2
QVina,A,crystal,19,32,1,-6.4,4.689,2
QVina,A,crystal,20,32,1,-6.3,6.227,2
QVina,A,crystal,1,32,1,-7.1,4.856,3
QVina,A,crystal,2,32,1,-6.9,5.653,3
QVina,A,crystal,3,32,1,-6.8,6.458,3
QVina,A,crystal,4,32,1,-6.8,4.576,3
QVina,A,crystal,5,32,1,-6.8,4.085,3
QVina,A,crystal,6,32,1,-6.8,5.091,3
QVina,A,crystal,7,32,1,-6.7,4.633,3
QVina,A,crystal,8,32,1,-6.6,4.729,3
QVina,A,crystal,9,32,1,-6.6,4.719,3
QVina,A,crystal,10,32,1,-6.5,4.607,3
QVina,A,crystal,11,32,1,-6.5,5.274,3
QVina,A,crystal,12,32,1,-6.5,5.291,3
QVina,A,crystal,13,32,1,-6.5,5.903,3
QVina,A,crystal,14,32,1,-6.5,5.560,3
QVina,A,crystal,15,32,1,-6.5,5.696,3
QVina,A,crystal,16,32,1,-6.4,5.578,3
QVina,A,crystal,17,32,1,-6.4,6.392,3
QVina,A,crystal,18,32,1,-6.4,5.789,3
QVina,A,crystal,19,32,1,-6.4,5.247,3
QVina,A,crystal,20,32,1,-6.2,3.790,3
QVina,A,crystal,1,32,3,-7.1,6.123,1
QVina,A,crystal,2,32,3,-6.8,2.643,1
QVina,A,crystal,3,32,3,-6.7,5.561,1
QVina,A,crystal,4,32,3,-6.5,2.646,1
QVina,A,crystal,5,32,3,-6.5,1.553,1
QVina,A,crystal,6,32,3,-6.4,6.411,1
QVina,A,crystal,7,32,3,-6.4,5.189,1
QVina,A,crystal,8,32,3,-6.4,4.757,1
QVina,A,crystal,9,32,3,-6.3,4.710,1
QVina,A,crystal,10,32,3,-6.3,5.157,1
QVina,A,crystal,11,32,3,-6.3,5.645,1
QVina,A,crystal,12,32,3,-6.3,4.388,1
QVina,A,crystal,13,32,3,-6.2,4.466,1
QVina,A,crystal,14,32,3,-6.2,5.692,1
QVina,A,crystal,15,32,3,-6.2,5.052,1
QVina,A,crystal,16,32,3,-6.2,5.837,1
QVina,A,crystal,17,32,3,-6.1,5.054,1
QVina,A,crystal,18,32,3,-6.1,4.039,1
QVina,A,crystal,19,32,3,-6.1,4.455,1
QVina,A,crystal,20,32,3,-6.1,5.730,1
QVina,A,crystal,1,32,3,-7.0,6.783,2
QVina,A,crystal,2,32,3,-6.8,4.895,2
QVina,A,crystal,3,32,3,-6.8,4.939,2
QVina,A,crystal,4,32,3,-6.7,5.973,2
QVina,A,crystal,5,32,3,-6.6,6.169,2
QVina,A,crystal,6,32,3,-6.6,4.630,2
QVina,A,crystal,7,32,3,-6.6,5.694,2
QVina,A,crystal,8,32,3,-6.5,3.664,2
QVina,A,crystal,9,32,3,-6.5,4.392,2
QVina,A,crystal,10,32,3,-6.4,5.155,2
QVina,A,crystal,11,32,3,-6.4,5.879,2
QVina,A,crystal,12,32,3,-6.4,4.725,2
QVina,A,crystal,13,32,3,-6.3,5.742,2
QVina,A,crystal,14,32,3,-6.3,5.227,2
QVina,A,crystal,15,32,3,-6.3,5.409,2
QVina,A,crystal,16,32,3,-6.3,4.745,2
QVina,A,crystal,17,32,3,-6.2,5.724,2
QVina,A,crystal,18,32,3,-6.2,4.950,2
QVina,A,crystal,19,32,3,-6.2,5.167,2
QVina,A,crystal,20,32,3,-6.2,4.735,2
QVina,A,crystal,1,32,3,-7.3,6.698,3
QVina,A,crystal,2,32,3,-7.0,5.185,3
QVina,A,crystal,3,32,3,-6.8,4.841,3
QVina,A,crystal,4,32,3,-6.8,4.967,3
QVina,A,crystal,5,32,3,-6.7,5.231,3
QVina,A,crystal,6,32,3,-6.5,4.716,3
QVina,A,crystal,7,32,3,-6.5,3.760,3
QVina,A,crystal,8,32,3,-6.4,4.642,3
QVina,A,crystal,9,32,3,-6.4,6.337,3
QVina,A,crystal,10,32,3,-6.4,4.773,3
